"living_space","rooms","cold_rent","construction_year","quarter","lambert_poistion_x","lambert_poistion_y","city","postcode","heating_type","number_of_bedrooms","rent_per_square_meter","publish_date","latitude","longitude"
"82.8","2.5","960","1997","Tonndorf","6684","2623545","Hamburg","22047","5","","13.908","2017-01-31 23:00:00","53.583190398586716","10.102317215030057"
"63.6","2.5","1188","1924","Winterhude","832","2623687","Hamburg-Winterhude","22303","7","","22.416","2017-10-30 22:00:00","53.58452510815672","10.012736454643"
"54.504","2.5","513.06","","Hoheluft-West","-2673","2623298","Hamburg","20253","1","","11.292","2017-02-28 23:00:00","53.58097561125634","9.959084356235593"
"112.8","2.5","1579.2","","Hoheluft-Ost","-2004","2623839","Hamburg","20251","1","1","16.8","2017-05-30 22:00:00","53.5859065767475","9.969321331548477"
"100.812","2.5","1020","2002","Bahrenfeld","-6085","2621827","Hamburg","22761","5","1","12.144","2017-01-31 23:00:00","53.567547959996176","9.906885048920373"
"74.4","3.5","1006.8","1904","Winterhude","-62","2625005","Hamburg-Winterhude","22299","7","","16.236","2017-06-30 22:00:00","53.59653147288252","9.999050631744216"
"82.8","3.5","1356","","Hamb.-Altstadt","-847","2619676","Hambrug","20459","1","","19.656","2017-11-30 23:00:00","53.547987662193165","9.987044613201146"
"45.6","1.5","468","","Harburg","-1853","2610195","Hamburg","21073","1","","12.312","2017-12-30 23:00:00","53.46161360563611","9.971712359227832"
"71.856","3.5","669.696","1942","Tonndorf","7187","2623641","Hamburg","22047","5","","11.184","2017-05-30 22:00:00","53.584058335044574","10.110019191551245"
"85.2","3","895.2","1956","Dulsberg","3999","2623075","Hamburg","22049","5","","12.612","2017-10-30 22:00:00","53.57893597990706","10.061209926202622"
"103.2","3.5","1440","2018","Iserbrook","-11665","2622745","Hamburg","22589","5","2","16.74","2017-03-28 23:00:00","53.575817445486464","9.821464338488745"
"74.4","2.5","648","1975","Rahlstedt","10077","2628294","Hamburg","22145","10","1","10.452","2017-06-30 22:00:00","53.62639513038726","10.15440726059614"
"58.2","2.5","690","1962","Hamm-Nord","3835","2621261","Hamburg","20535","7","","14.232","2017-09-30 22:00:00","53.56241299521724","10.05867779553291"
"36","1.5","480","1975","Winterhude","-239","2624877","Hamburg","22299","1","","15.996","2017-03-28 23:00:00","53.595365472850105","9.996340434903416"
"42.6","1.5","432","1966","Uhlenhorst","1230","2622959","Hamburg","22085","","1","12.168","2017-10-30 22:00:00","53.57789288221044","10.018826313579218"
"77.4","2.5","968.4","2021","Wandsbek","5682","2623531","Hamburg","22047","2","1","15.012","2017-11-30 23:00:00","53.583074481763326","10.086978582121262"
"76.8","2.5","912","1998","Niendorf","-3336","2627514","Hamburg","22459","5","","14.256","2017-06-30 22:00:00","53.619375156714995","9.948891480625715"
"30","1.5","396","1954","Winterhude","0","2624610","Hamburg","22299","7","1","15.84","2017-02-28 23:00:00","53.59293342216208","10"
"47.352","1.5","667.668","1980","Harburg","-1002","2609759","Hamburg / Harburg","21073","5","","16.92","2017-01-31 23:00:00","53.45764372742936","9.984704974822153"
"30","1.5","390","1963","Bahrenfeld","-7742","2622030","Hamburg","22607","1","1","15.6","2017-10-30 22:00:00","53.56937567981009","9.881524105607186"
"89.76","3.5","668.712","2001","Allermöhe","10610","2612972","Hamburg","21035","7","","8.94","2017-03-28 23:00:00","53.48681079481122","10.16206287838867"
"91.2","3","954","1972","Billstedt","6910","2619393","Hamburg","22119","5","","12.552","2017-11-30 23:00:00","53.545365634760515","10.105686488271807"
"39.6","2.5","384","1942","Stellingen","-4207","2623400","Hamburg","22525","5","1","11.64","2017-04-30 22:00:00","53.58189485424151","9.935602057665639"
"37.2","1.5","428.4","","Harvestehude","-1494","2622697","Hamburg","20144","1","","13.824","2017-04-30 22:00:00","53.57550559996314","9.977134149321065"
"74.4","2.5","544.596","2010","Rahlstedt","11612","2624338","Hamburg","22149","7","","8.784","2017-02-28 23:00:00","53.59032939485168","10.1777827442308"
"54","2.5","960","1910","Eppendorf","-1370","2624983","Hamburg","20251","7|8","2","21.336","2017-10-30 22:00:00","53.5963293196715","9.979022119560696"
"117.6","4.5","1356","1963","Hohenfelde","1943","2621328","Hamburg","22087","5","2","13.836","2017-04-30 22:00:00","53.56303356048989","10.029729477228154"
"93.6","3.5","1080","2013","Stellingen","-4021","2624818","Hamburg","22527","7","","13.848","2017-05-30 22:00:00","53.59481294120591","9.938431258420106"
"55.2","2.5","828","1932","Winterhude","1235","2623716","Hamburg","22303","7","","18","2017-01-31 23:00:00","53.58478849166552","10.01890578744265"
"68.4","2.5","714","","Barmbek-Nord","2625","2625337","Hamburg","22307","1","2","12.528","2017-12-30 23:00:00","53.59954919284556","10.040197769616972"
"74.4","2.5","1044","2021","Lurup","-7569","2624513","Hamburg","22547","5","","16.836","2017-05-30 22:00:00","53.59199615307358","9.884112338728439"
"54","2","702","","Uhlenhorst","1153","2622789","Hamburg","22085","1","","15.6","2017-10-30 22:00:00","53.57634449213523","10.017647138633214"
"63.6","1.5","480","1971","Rahlstedt","9718","2624999","Hamburg","22149","1","","9.06","2017-03-28 23:00:00","53.59638830233905","10.148805435755238"
"61.812","2.5","474.72","1996","Bergstedt","7916","2633869","Hamburg","22395","5","1","9.216","2017-01-31 23:00:00","53.67721072392369","10.121434305564364"
"90.252","3.5","830.4","1959","Dulsberg","4015","2623882","Hamburg","22049","7","","11.04","2017-07-30 22:00:00","53.58628692456951","10.061465031225918"
"90.84","2.5","1524","2021","Ottensen","-4378","2620680","Hamburg","22765","1","1","20.136","2017-09-30 22:00:00","53.55711627340285","9.933021986118149"
"139.116","4.5","1950","2018","Othmarschen","-6342","2620710","Hamburg","22763","7","","16.824","2017-08-31 22:00:00","53.55736983737587","9.902974632647721"
"116.4","3.5","780","","Langenhorn","-247","2633398","Hamburg","22419","1","2","8.04","2017-07-30 22:00:00","53.672979579996316","9.996211295146942"
"72","2.5","1008","","Barmbek-Nord","2749","2625293","Hamburg","22307","1","","16.8","2017-09-30 22:00:00","53.59914777453384","10.042096254070216"
"78","3.5","900","2004","Rahlstedt","10286","2627571","Hamburg","22145","5","2","13.848","2017-06-30 22:00:00","53.61980557056308","10.15758624010886"
"129.6","3","1320","1974","Niendorf","-2546","2629019","Hamburg","22459","6","1","12.228","2017-05-30 22:00:00","53.63308803953287","9.960982423476727"
"59.712","2.5","594","1962","Barmbek-Nord","3667","2624839","Hamburg","22307","5","","11.94","2017-08-31 22:00:00","53.59500678095792","10.056148609741056"
"51.324","2","474","1954","Horn","5920","2619606","Hamburg-Horn","22111","1","","11.088","2017-12-30 23:00:00","53.54731785335517","10.090548700228688"
"105.6","3.5","1158","2009","Hoheluft-West","-2519","2623063","Hamburg","20253","7","2","13.164","2017-06-30 22:00:00","53.57883570851539","9.961443499761746"
"96","2.5","1320","1979","Ottensen","-5173","2619729","Hamburg","22763","1","1","16.5","2017-07-30 22:00:00","53.54844608041507","9.920874945061955"
"46.908","2.5","684","1957","Langenhorn","1330","2629958","Hamburg","22415","5","","17.496","2017-04-30 22:00:00","53.64164537400589","10.020386260320645"
"96","3.5","1032","1953","Wandsbek","4685","2622606","Hamburg","22041","6","2","12.9","2017-02-28 23:00:00","53.574658189110124","10.071703129427046"
"59.844","2.5","1200","1909","Neustadt","-1735","2619471","Hamburg","20459","7","","24.06","2017-06-30 22:00:00","53.54611806567476","9.973463225346944"
"69.012","2.5","834","1916","Rotherbaum","-1203","2621874","Hamburg","20146","5","","14.496","2017-11-30 23:00:00","53.56800942590018","9.981591055849215"
"67.2","2.5","854.4","","Eppendorf","-1366","2625065","Hamburg","20251","1","2","15.252","2017-01-31 23:00:00","53.597076266010454","9.979083015854476"
"70.98","2.5","1152","2018","Alsterdorf","7","2626792","Hamburg","22297","5","","19.476","2017-12-30 23:00:00","53.61280906384474","10.000107226172988"
"33.516","1.5","408","1974","Eppendorf","-1423","2624802","Hamburg","20251","5","","14.604","2017-01-31 23:00:00","53.59468045381467","9.9782113781944"
"104.52","3.5","1337.856","2018","Hamm-Nord","3328","2620986","Hamburg","20535","7","","15.36","2017-12-30 23:00:00","53.559911323356275","10.050917515173435"
"81.6","3.5","945.6","1964","Marienthal","6415","2622490","Hamburg","22043","7","2","13.908","2017-09-30 22:00:00","53.57358352940079","10.098178116406212"
"58.8","2.5","432","","Neustadt","-1712","2619917","Hamburg","22081","1","","8.82","2017-10-30 22:00:00","53.55018097633241","9.973812608701511"
"74.4","3","840","1959","Groß Flottbek","-8516","2620898","Hamburg","22607","1","","13.548","2017-01-31 23:00:00","53.55905214899189","9.86970993469786"
"132","3.5","2160","","Groß Flottbek","-7824","2621174","Hamburg","22607","5","2","19.632","2017-01-31 23:00:00","53.5615769216761","9.880290336959446"
"49.2","1.5","1230","2020","Harvestehude","-227","2622781","Hamburg","20149","7","1","30","2017-03-28 23:00:00","53.576272815828325","9.996525677407131"
"87.312","2.5","1020","","Rotherbaum","-1291","2622240","Hamburg","20146","1","","14.016","2017-12-30 23:00:00","53.57134321248479","9.980242946014627"
"73.128","2.5","1152","2018","Alsterdorf","7","2626792","Hamburg","22297","5","","18.9","2017-05-30 22:00:00","53.61280906384474","10.000107226172988"
"65.796","2.5","780","2013","Barmbek-Nord","3222","2625022","Hamburg","22307","10","2","14.22","2017-08-31 22:00:00","53.5966765984503","10.049336689901109"
"91.62","2.5","984.912","2011","Stellingen","-3842","2624738","hamburg","22527","","","12.9","2017-05-30 22:00:00","53.594085540539794","9.94117303767447"
"80.064","3.5","924","1958","Winterhude","442","2625353","Hamburg","22297","7","","13.848","2017-04-30 22:00:00","53.59970121200568","10.006768561660868"
"130.38","3.5","1434","1973","Bramfeld","4166","2625624","Hamburg","22177","7","","13.2","2017-05-30 22:00:00","53.60215364571799","10.063799533726051"
"102","4.5","1020","","Lurup","-8153","2623618","Hamburg-Altona (Lurup)","22549","1","","12","2017-06-30 22:00:00","53.5838349397218","9.875193817094386"
"114.576","4.5","1074","1984","Hummelsbüttel","3957","2631068","Hamburg","22399","5","3","11.244","2017-02-28 23:00:00","53.651742699063696","10.060666817434944"
"78","3.5","888","1957","Lokstedt","-3204","2625475","Hamburg","22529","1","","13.656","2017-05-30 22:00:00","53.600803062536066","9.950934359657358"
"57.6","2.5","960","1908","Blankenese","-12001","2621680","Hamburg","22587","5","","20.004","2017-10-30 22:00:00","53.56610866863968","9.816362028176318"
"190.8","4.5","3102","1932","Eimsbüttel","-1891","2622315","Hamburg","20253","7","","19.512","2017-06-30 22:00:00","53.57202461738181","9.971060290915277"
"57.6","2.5","694.8","","Eimsbüttel","-2408","2622738","Hamburg","20253","1","","14.472","2017-09-30 22:00:00","53.575875735880636","9.96314495980795"
"61.2","2.5","852","1957","Barmbek-Süd","3484","2623213","Hamburg","22083","7","1","16.704","2017-04-30 22:00:00","53.58019665480046","10.053328694387115"
"105.6","3.5","768","","St. Georg","1213","2620547","Hamburg","20099","1","","8.724","2017-01-31 23:00:00","53.555921294410744","10.01855690482915"
"112.872","3.5","1740","2021","Hammerbrook","1032","2619709","Hamburg","20097","7","","18.504","2017-08-31 22:00:00","53.54828795017711","10.015785182779018"
"116.4","4.5","1560","2020","Heimfeld","-2607","2611084","Hamburg-Heimfeld","21075","1","","16.08","2017-05-30 22:00:00","53.46970958103513","9.960194641187298"
"72","2.5","792","1917","Niendorf","-3778","2628139","Hamburg","22459","6","1","13.2","2017-06-30 22:00:00","53.62506514352908","9.942112461075997"
"88.32","3.5","886.8","2003","Rahlstedt","9105","2625706","Hamburg","22147","7","","12.048","2017-06-30 22:00:00","53.6028391306817","10.139439275402752"
"163.2","4.5","1474.8","2019","Heimfeld","-2801","2610899","Hamburg","21075","7","","10.848","2017-01-31 23:00:00","53.46802318819849","9.957234148180973"
"94.32","3.5","1037.52","2016","Eidelstedt","-6101","2626565","Hamburg","22523","7","2","13.2","2017-02-28 23:00:00","53.610706463376566","9.906549147731837"
"103.68","3.5","1140","1958","Heimfeld","-2624","2610437","Hamburg","21075","6","1","13.2","2017-12-30 23:00:00","53.463815096369615","9.959940393124223"
"72","2.5","780","1904","Bahrenfeld","-5538","2621542","Hamburg","22761","","","12.996","2017-08-31 22:00:00","53.564957765273974","9.915260407410473"
"82.8","2.5","910.8","","Rahlstedt","9667","2626722","Hamburg","22147","1","","13.2","2017-01-31 23:00:00","53.6120838244614","10.14807701538404"
"78.204","4","1173.06","1932","Altona-Nord","-3007","2621332","Hamburg","22769","5","","18","2017-05-30 22:00:00","53.563065064680465","9.953990424640132"
"93.432","3.5","930.588","2003","Marienthal","6623","2621858","Hamburg","22043","11","2","11.952","2017-03-28 23:00:00","53.567823943301846","10.101348265154947"
"74.4","2.5","576","1972","Neugraben-Fischbek","-9395","2611295","Hamburg","21149","6","1","9.288","2017-08-31 22:00:00","53.47155569833351","9.856545027984708"
"49.716","2.5","352.98","1957","Eißendorf","-2176","2609695","Hamburg","21073","10","","8.52","2017-09-30 22:00:00","53.45705717145798","9.966784894158279"
"55.2","2","918","1984","Winterhude","653","2623192","Hamburg","22301","2","1","19.956","2017-10-30 22:00:00","53.58001633648418","10.009995261981137"
"44.4","1.5","621.6","1995","Hoheluft-West","-1855","2623372","Hamburg","20253","7","","16.8","2017-03-28 23:00:00","53.5816531584104","9.971605058493367"
"103.152","3.5","1728","2008","Uhlenhorst","1091","2622121","Hamburg","22085","1","","20.1","2017-05-30 22:00:00","53.5702596572938","10.016695908958349"
"67.44","3.5","868.8","1960","Harburg","-1666","2609344","Hamburg","21073","5","","15.456","2017-05-30 22:00:00","53.453861225339075","9.974571514988499"
"79.2","2.5","785.664","1913","Eimsbüttel","-1742","2622304","Hamburg","20144","7","1","11.904","2017-06-30 22:00:00","53.571924922829496","9.973340634824062"
"55.2","2.5","745.2","","Hoheluft-West","-2193","2623227","Hamburg","20253","1","","16.2","2017-10-30 22:00:00","53.58033105020661","9.966432211331977"
"76.896","2.5","1254","1960","Stellingen","-4710","2624123","Hamburg","22525","1","","19.572","2017-09-30 22:00:00","53.5884765287179","9.92789174883645"
"51.6","2.5","786","1957","Barmbek-Süd","2060","2623304","Hamburg","22083","1","","18.276","2017-01-31 23:00:00","53.58103298471188","10.031532485464309"
"48.948","2","463.2","1940","Barmbek-Nord","2773","2625785","Hamburg","22307","7","","11.352","2017-07-30 22:00:00","53.60362924125493","10.042468073470971"
"78","2.5","1182","1922","Neustadt","-1108","2619655","Hamburg","20459","5","1","18.18","2017-08-31 22:00:00","53.54779588487755","9.983052530696668"
"58.8","2.5","768","1934","Horn","5554","2619883","Hamburg","22111","10","","15.672","2017-05-30 22:00:00","53.5498451138612","10.084955430738384"
"63.6","3","504","1962","Schnelsen","-5443","2629893","Hamburg","22457","8","1","9.504","2017-01-31 23:00:00","53.641027185882336","9.916570762901003"
"59.352","3","742.8","1961","Ohlsdorf","2088","2626963","Hamburg","22337","5","2","15.024","2017-02-28 23:00:00","53.61436257955519","10.031985159671676"
"71.376","2.5","574.56","1955","Eißendorf","-2722","2609540","Hamburg","21073","5","1","9.66","2017-02-28 23:00:00","53.455642549941864","9.95845191186082"
"71.856","3.5","669.696","1942","Tonndorf","7187","2623641","Hamburg","22047","5","","11.184","2017-06-30 22:00:00","53.584058335044574","10.110019191551245"
"99.6","4.5","1200","2001","Allermöhe","9844","2612734","Hamburg","21035","1","","14.46","2017-10-30 22:00:00","53.48465723240788","10.150355266865844"
"96","3.5","1608","2021","Winterhude","1169","2623573","Hamburg","22303","7","2","20.1","2017-03-28 23:00:00","53.583486037254886","10.017894911205818"
"72","2.5","960","","Lokstedt","-2147","2625161","Hamburg","22529","1","","15.996","2017-08-31 22:00:00","53.59794815515017","9.967123242670224"
"72","2.5","816","","Ohlsdorf","2159","2627588","Hamburg","22335","","","13.596","2017-10-30 22:00:00","53.620055267659126","10.033077033803188"
"192","5.5","2688","2014","Iserbrook","-11896","2623483","Hamburg","22589","2","","16.8","2017-11-30 23:00:00","53.582534890895246","9.817901196718337"
"82.476","3.5","852","1970","Rahlstedt","9881","2628579","Hamburg","22145","1","","12.396","2017-03-28 23:00:00","53.62899475631898","10.151412898651847"
"55.2","2.5","450","1958","Barmbek-Süd","3072","2623541","Hamburg","22305","7","1","9.78","2017-03-28 23:00:00","53.583186982747186","10.047025491050533"
"55.224","2","600","","Dulsberg","4253","2623612","Hamburg","22049","5","","13.032","2017-03-28 23:00:00","53.58382562368304","10.065104918805423"
"79.2","2.5","1032","2014","Wandsbek","5276","2624899","Hamburg","22047","7","","15.636","2017-06-30 22:00:00","53.59553983320014","10.080786381986895"
"79.8","2.5","616.8","1974","Sasel","6803","2631230","Hamburg","22393","1","","9.276","2017-02-28 23:00:00","53.65318951574442","10.104303754790779"
"91.2","3.5","1459.2","2021","Othmarschen","-6342","2620710","Hamburg","22763","7","","19.2","2017-06-30 22:00:00","53.55736983737587","9.902974632647721"
"62.4","3","1080","1919","Neustadt","-1251","2619721","Hamburg","20459","7","","20.772","2017-08-31 22:00:00","53.54839679598313","9.980865007526292"
"74.4","3.5","576","1956","Bergedorf","15685","2611895","Hamburg","21029","5","","9.288","2017-08-31 22:00:00","53.476874368332616","10.239527764455564"
"110.94","3.5","1160.4","1996","Wohldorf-Ohlstedt","9238","2636026","Hamburg","22397","5","2","12.552","2017-03-28 23:00:00","53.69683532283441","10.141777270584136"
"48.924","1.5","762","2021","Hammerbrook","1032","2619709","Hamburg","20097","7","","18.696","2017-07-30 22:00:00","53.54828795017711","10.015785182779018"
"42.48","2.5","540","1951","Harburg","-2157","2610115","Hamburg","21073","7","1","15.252","2017-06-30 22:00:00","53.46088363302509","9.967072078475336"
"57.204","2.5","600.648","1989","Rissen","-16591","2623672","Hamburg","22559","11","","12.6","2017-03-28 23:00:00","53.5841311788609","9.746022778644711"
"123.6","3.5","1124.4","2004","Billstedt","8512","2621189","Hamburg","22119","7","2","10.92","2017-11-30 23:00:00","53.56170303492412","10.130236660721538"
"39.6","1.5","435.6","1966","Horn","5933","2620220","Hamburg","22119","2","","13.2","2017-07-30 22:00:00","53.55291092457527","10.09075899588512"
"111.6","2.5","720","1976","Rahlstedt","10171","2626473","Hamburg","22143","6","","7.74","2017-06-30 22:00:00","53.60980635782101","10.155789170201459"
"53.16","2","526.8","1971","Langenhorn","1021","2631921","Hamburg","22419","5","","11.892","2017-08-31 22:00:00","53.65952582297531","10.01565623517441"
"219.6","4.5","3552","2018","Eimsbüttel","-2680","2622670","Hamburg","20255","1","","19.404","2017-11-30 23:00:00","53.57525501339694","9.958982506566617"
"72","2.5","840","1904","Eimsbüttel","-3635","2623177","Hamburg","20257","5","1","14.004","2017-07-30 22:00:00","53.579867717994716","9.944360400261854"
"58.8","2","355.824","1981","Jenfeld","8767","2622958","Hamburg","22045","5","","7.26","2017-05-30 22:00:00","53.577813176327744","10.134187058348324"
"96","3.5","1080","2006","Niendorf","-2506","2629095","Hamburg","22455","5","","13.5","2017-01-31 23:00:00","53.63378048086858","9.961594824163926"
"86.568","4.5","865.68","1934","Fuhlsbüttel","890","2628220","Hamburg","22335","5","2","12","2017-03-28 23:00:00","53.62581558930102","10.013637051049674"
"77.196","3.5","774","1965","Wilstorf","-646","2608013","Hamburg","21079","1","","12.036","2017-03-28 23:00:00","53.44173727816938","9.99014266634733"
"101.616","3.5","1016.16","2000","Eißendorf","-4047","2608964","Hamburg","21077","5","","12","2017-11-30 23:00:00","53.45038652078614","9.9382346712479"
"76.596","3","834","2004","Schnelsen","-5542","2628906","Hamburg","22457","5","1","13.068","2017-10-30 22:00:00","53.632036039201694","9.915070580415122"
"69.6","3","495.252","1955","Dulsberg","4098","2623239","Hamburg","22049","7","","8.544","2017-10-30 22:00:00","53.58042913067707","10.062727366303655"
"73.2","2.5","744","1985","Eidelstedt","-7059","2626788","Hamburg","22523","5","1","12.192","2017-06-30 22:00:00","53.61272590608117","9.891870228724942"
"55.2","1.5","972","2020","Hoheluft-West","-1910","2623459","Hamburg","20253","5","1","21.132","2017-08-31 22:00:00","53.58244545908836","9.97076263673039"
"124.8","3.5","1020","1984","Eißendorf","-4030","2609163","Hamburg","21075","1","1","9.804","2017-03-28 23:00:00","53.4521996420312","9.938491614426708"
"98.4","3.5","1320","2015","Barmbek-Nord","2536","2625660","Hamburg","22307","7","2","16.092","2017-08-31 22:00:00","53.60249180745672","10.038837455923113"
"58.8","2.5","636","1908","Bergedorf","","","Bergedorf","21029","5","1","12.984","2017-03-28 23:00:00","",""
"66","2.5","600","","Horn","5192","2620367","Hamburg","22111","","2","10.908","2017-07-30 22:00:00","53.55425773139765","10.07942609195624"
"98.448","3.5","1524","1914","Harvestehude","-823","2623645","Hamburg","20149","1","","18.576","2017-02-28 23:00:00","53.58414253947148","9.98740142837182"
"73.56","2.5","954","2018","Fuhlsbüttel","1977","2628954","Hamburg / Fuhlsbüttel","22339","5","1","15.564","2017-05-30 22:00:00","53.632498395785056","10.030297218724112"
"87.192","3.5","1547.664","2021","HafenCity","1039","2618730","Hamburg","20457","","2","21.3","2017-04-30 22:00:00","53.53936969184748","10.01588905496593"
"192","3.5","4032","2018","HafenCity","62","2619087","Hamburg","20457","1","","25.2","2017-01-31 23:00:00","53.54262281737491","10.000948213390785"
"105.6","3.5","1266","1996","Duvenstedt","6864","2636604","Hamburg","22397","5","","14.388","2017-01-31 23:00:00","53.702135561068154","10.105355677709484"
"68.4","3","546","1961","Stellingen","-4318","2624814","Hamburg","22527","","2","9.576","2017-04-30 22:00:00","53.59477418386007","9.933883711016609"
"81.6","2.5","828","1984","Neugraben-Fischbek","-9847","2611325","Hamburg","21149","5","1","12.18","2017-02-28 23:00:00","53.47182087650437","9.849642401922267"
"76.8","2","762","","Eilbek","3633","2621886","Hamburg","22089","1","","11.904","2017-01-31 23:00:00","53.568107729077084","10.055594221180367"
"79.2","3.5","777.6","","Barmbek-Nord","2961","2625908","Hamburg","22309","","","11.784","2017-11-30 23:00:00","53.60474862464957","10.045348412321571"
"74.352","3","900","1969","Niendorf","-3840","2628754","Hamburg","22459","5","1","14.52","2017-12-30 23:00:00","53.63066651118567","9.941155027964127"
"56.4","2.5","780","1922","Eimsbüttel","-3663","2623219","Hamburg","20257","5","","16.596","2017-01-31 23:00:00","53.58025011100313","9.943931330327816"
"81.6","2.5","1200","","Altona-Altstadt","-3561","2620647","Hamburg","22767","1","","17.652","2017-05-30 22:00:00","53.55682173763463","9.945521445668948"
"53.88","1.5","720","1957","Hammerbrook","1928","2619104","Hamburg","20097","10","","16.032","2017-04-30 22:00:00","53.5427742032495","10.029486479195535"
"78.744","3","840","1959","Borgfelde","2251","2620906","Hamburg","20535","7","","12.804","2017-02-28 23:00:00","53.559188200834626","10.034439137892198"
"68.4","3","858","1971","Altona-Altstadt","-3232","2620847","Hamburg","22767","","2","15.048","2017-09-30 22:00:00","53.558645709619306","9.950552672210163"
"91.44","3","1194","1972","Barmbek-Süd","1986","2623043","Hamburg","22083","7","2","15.672","2017-09-30 22:00:00","53.57865577492999","10.03039813299538"
"67.548","2","1320","1960","Uhlenhorst","1020","2621945","Hamburg","22085","8|5","","23.448","2017-06-30 22:00:00","53.56865656605792","10.015608809093452"
"68.4","2.5","1128","1904","Ottensen","-4906","2620687","Hamburg","22765","5","1","19.788","2017-11-30 23:00:00","53.55717544834734","9.924944132854913"
"88.8","3.5","924","2016","Curslack","15672","2607616","Hamburg","21039","5","","12.492","2017-11-30 23:00:00","53.43789130612306","10.23911923404756"
"78","2.5","792","1999","Lokstedt","","","Hamburg","22529","5","2","12.18","2017-08-31 22:00:00","",""
"45.6","2","1296","2020","Harvestehude","-305","2622768","Hamburg","20149","7","","34.104","2017-07-30 22:00:00","53.57615435737329","9.995331869795415"
"90.084","3.5","549.516","1971","Neugraben-Fischbek","-8514","2611538","Hamburg","21147","7","","7.32","2017-12-30 23:00:00","53.47378424667089","9.869990759522876"
"148.8","4","1413.6","1937","Fuhlsbüttel","946","2628882","Hamburg","22335","6","3","11.4","2017-08-31 22:00:00","53.631845404156664","10.01449708907479"
"27.6","1.5","357.6","","Eimsbüttel","-2414","2622731","Hamburg","20253","1","","15.552","2017-09-30 22:00:00","53.57581194436638","9.96305318152888"
"69.6","3.5","690","1942","Lohbrügge","13457","2613413","Hamburg","21031","5","","11.892","2017-06-30 22:00:00","53.49076427258466","10.20556790923657"
"126.3","4.5","1263.78","2019","Wilstorf","-201","2607720","Hamburg","21079","5","3","12.012","2017-06-30 22:00:00","53.439068214680226","9.996933119157616"
"61.2","1.5","660","1975","Niendorf","-3291","2629330","Hamburg","22455","6","","12.936","2017-09-30 22:00:00","53.635916723549094","9.949562033630258"
"102.312","3.5","900","1976","Volksdorf","10675","2630577","Volksdorf","22359","6","","10.56","2017-10-30 22:00:00","53.647178238721125","10.163647171889009"
"92.4","3.5","1044","1959","Schnelsen","-5409","2629869","Hamburg","22457","5","","13.56","2017-07-30 22:00:00","53.640808928304835","9.917092317717968"
"60","2.5","606","1914","Wilhelmsburg","-750","2616166","Hamburg","21107","5","","12.12","2017-01-31 23:00:00","53.51601286123499","9.988536559660982"
"90.408","3.5","1332","1928","Winterhude","-303","2625478","Hamburg","22299","1","","17.676","2017-02-28 23:00:00","53.60083992636214","9.995359893776698"
"85.2","3.5","993.6","","Eimsbüttel","-2527","2621743","Hamburg","20253","1","","13.992","2017-12-30 23:00:00","53.566811482517146","9.9613315500384"
"50.172","2.5","648","1955","Horn","5192","2620576","Hamburg","22111","10","","15.504","2017-08-31 22:00:00","53.55616159987883","10.079429505171236"
"76.884","3.5","900","1939","Bergedorf","13758","2613041","Hamburg","21029","7","","14.052","2017-11-30 23:00:00","53.487367658471264","10.210149883323611"
"102.96","3.5","1296","2021","Alsterdorf","712","2627291","Hamburg","22335","1","","15.108","2017-08-31 22:00:00","53.61735386843992","10.010907554084314"
"67.344","2.5","960","2014","Wandsbek","6349","2623018","Hamburg","22041","5","","17.112","2017-10-30 22:00:00","53.578393972472696","10.097178577443422"
"81.6","3.5","525","1968","Rahlstedt","11302","2628564","Hamburg","22145","1","","7.716","2017-04-30 22:00:00","53.628829893242575","10.173187184056088"
"133.2","4","1574.124","1958","Uhlenhorst","1031","2622261","Hamburg","22085","","2","14.184","2017-10-30 22:00:00","53.57153507229861","10.015778164846342"
"78","3","684","1940","Rahlstedt","9845","2624894","Hamburg","22149","1","","10.524","2017-11-30 23:00:00","53.59542953204186","10.150746841647054"
"84","2.5","1080","1962","Blankenese","-13103","2621133","Hamburg","22587","10","1","15.432","2017-05-30 22:00:00","53.56109996725508","9.799521977563193"
"222.024","4","4440.48","","Winterhude","235","2623806","Hamburg","22301","1","","24","2017-04-30 22:00:00","53.58560968830501","10.003597524220602"
"67.2","3.5","534","1955","Stellingen","-4196","2623419","Hamburg","22525","6","2","9.54","2017-01-31 23:00:00","53.582068014374734","9.935770187153876"
"132","3","2340","","Harvestehude","-359","2623485","Hamburg Harvestehude","20249","7","1","21.276","2017-02-28 23:00:00","53.582685594116256","9.994504570638135"
"94.248","3.5","864","1977","Rahlstedt","9879","2628381","Hamburg","22145","6","2","11.004","2017-11-30 23:00:00","53.62719128728061","10.15137607852944"
"78.228","2.5","1176","2013","Neustadt","-1565","2619999","Hamburg","20355","7","1","18.036","2017-07-30 22:00:00","53.5509284042055","9.976060771861391"
"48.552","1.5","485.4","1934","Dulsberg","4075","2623587","Hamburg","22049","7","","12","2017-11-30 23:00:00","53.58359928492533","10.062379775472248"
"84.072","2.5","972","1932","Marienthal","6057","2622313","Hamburg","22043","7","","13.872","2017-08-31 22:00:00","53.57197537910341","10.092695750378331"
"45.6","1.5","592.8","1923","Blankenese","-11624","2621420","Hamburg","22587","5","","15.6","2017-09-30 22:00:00","53.56374859529546","9.822140328530885"
